127.0.0.1 - - [13/Aug/2024:12:11:16 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:47:14 +0900] "GET /CSS/practice_image/SuVack.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:47:14 +0900] "GET /CSS/practice_image/SuVackSonZil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:47:14 +0900] "GET /CSS/practice_image/SuVackAid.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:47:14 +0900] "GET /CSS/practice_image/SuVackBox.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:49:07 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:52:49 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 9257
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:55:35 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 9220
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:55:35 +0900] "GET /CSS/practice_image/SuVack.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:55:35 +0900] "GET /CSS/practice_image/SuVackSonZil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:55:35 +0900] "GET /CSS/practice_image/SuVackBox.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:55:35 +0900] "GET /CSS/practice_image/SuVackAid.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:57:01 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 9893
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:57:35 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 9861
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:59:15 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 304 -
